"","Name","Publisher","Puntajes Cr?ticos","Puntajes usuarios"
"261","Battlefield: Bad Company 2","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"262","Guitar Hero: On Tour","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"263","Clubhouse Games","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"264","Borderlands","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"265","Tekken 4","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"266","Grand Theft Auto 2","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"267","Metal Gear Solid V: The Phantom Pain","Konami Digital Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"268","Spider-Man 2","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"269","FIFA Soccer 2003","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"270","LittleBigPlanet 2","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"271","Crash Bash","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"272","Assassin's Creed Syndicate","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"273","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"274","Destiny","Activision","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"275","Far Cry 3","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"276","James Bond 007: Nightfire","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"277","Star Wars Episode III: Revenge of the Sith","LucasArts","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"278","The Legend of Zelda: Spirit Tracks","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"279","Max Payne","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"280","Assassin's Creed IV: Black Flag","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"281","The Lord of the Rings: The Return of the King","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"282","Gears of War: Ultimate Edition","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"283","True Crime: Streets of LA","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"284","Professor Layton and the Unwound Future","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"285","FIFA 16","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"286","Wii Music","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"287","Madden NFL 16","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"288","Gran Turismo 6","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"289","Halo: The Master Chief Collection","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"290","Super Mario Maker","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"291","God of War: Chains of Olympus","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"292","Enter the Matrix","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"293","Crisis Core: Final Fantasy VII","Square Enix","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"294","Dance Central","MTV Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"295","L.A. Noire","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"296","Ace Combat 04: Shattered Skies","Sony Computer Entertainment Europe","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"297","Animal Crossing","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"298","FIFA Soccer 08","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"299","Spider-Man","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"300","Mario Party 9","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"301","Sonic Rush","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"302","Rhythm Heaven","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"303","Fallout: New Vegas","Bethesda Softworks","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"304","Personal Trainer: Cooking","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"305","The Elder Scrolls IV: Oblivion","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"306","The Legend of Zelda: A Link Between Worlds","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"307","Resident Evil 6","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"308","Mass Effect 2","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"309","Dragon Ball Z: Budokai","Atari","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"310","Madden NFL 2002","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"311","The Sims: Vacation","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"312","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"313","Animal Crossing: Happy Home Designer","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"314","The Sims 4","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"315","Borderlands 2","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"316","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"317","Kung Fu Panda","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"318","Mass Effect 3","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"319","Heavy Rain","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"320","Saints Row 2","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"321","Tom Clancy's Splinter Cell","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"322","FIFA 14","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"323","Killzone 2","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"324","Far Cry 3","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"325","Epic Mickey","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"326","NBA 2K13","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"327","Dragon Ball Z: Budokai Tenkaichi 3","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"328","The Sims: Livin Large","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"329","World Soccer Winning Eleven 6 International","Konami Digital Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"330","Devil May Cry","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"331","Star Wars: The Old Republic","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"332","Middle-Earth: Shadow of Mordor","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"333","Sonic Heroes","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"334","Hitman 2: Silent Assassin","Eidos Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"335","Titanfall","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"336","Battlefield: Bad Company 2","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"337","SOCOM II: U.S. Navy SEALs","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"338","Pac-Man Collection","Atari","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"339","Street Fighter IV","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"340","inFAMOUS","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"341","Kirby Super Star Ultra","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"342","Call of Duty: Ghosts","Activision","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"343","Mass Effect","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"344","Sonic Mega Collection Plus","Sega","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"345","World Soccer Winning Eleven 7 International","Konami Digital Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"346","Sega Superstars Tennis","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"347","Hot Shots Golf 3","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"348","Cooking Mama: Cook Off","505 Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"349","Call of Duty: Finest Hour","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"350","WarioWare: Smooth Moves","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"351","Madden NFL 13","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"352","The Elder Scrolls III: Morrowind","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"353","Assassin's Creed IV: Black Flag","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"354","Mortal Kombat","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"355","Madden NFL 10","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"356","BioShock","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"357","Metroid Prime","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"358","Assassin's Creed: Brotherhood","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"359","Medal of Honor","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"360","inFAMOUS: Second Son","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"361","NBA Street","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"362","Jak II","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"363","Need for Speed: Hot Pursuit","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"364","Skylanders: Spyro's Adventure","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"365","Battlefield 3","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"366","Mortal Kombat X","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"367","The Sims","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"368","Killzone 3","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"369","Star Wars: The Force Unleashed","LucasArts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"370","Yoshi's Island DS","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"371","Saints Row: The Third","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"372","Tekken 6","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"373","Sonic and the Secret Rings","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"374","The Legend of Zelda: A Link to the Past","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"375","Onimusha: Warlords","Virgin Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"376","L.A. Noire","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"377","Call of Duty 3","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"378","Madden NFL 12","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"379","LEGO Star Wars II: The Original Trilogy","LucasArts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"380","Killzone: Shadow Fall","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"381","Madden NFL 11","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"382","Burnout 3: Takedown","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"383","Mario vs. Donkey Kong: Mini-Land Mayhem!","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"384","Professor Layton and the Last Specter","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"385","Call Of Duty 2: Big Red One","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"386","Medal of Honor","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"387","Fable","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"388","Guitar Hero: World Tour","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"389","FIFA 17","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"390","Tom Clancy's Splinter Cell","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"391","Need for Speed: Shift","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"392","Medal of Honor Heroes","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"393","Final Fantasy XIII-2","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"394","Midnight Club: Street Racing","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"395","Skate 3","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"396","ESPN NFL 2K5","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"397","Halo Wars","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"398","NBA 2K12","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"399","FIFA Soccer 10","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"400","Medal of Honor","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"401","Harry Potter and the Chamber of Secrets","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"402","God of War Collection","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"403","NBA Live 2005","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"404","Mario Strikers Charged","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"405","FIFA Soccer 09","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"406","Style Savvy","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"407","WWE SmackDown vs. RAW 2007","THQ","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"408","LEGO Star Wars: The Complete Saga","LucasArts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"409","Madden NFL 08","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"410","Monster Hunter Freedom 2","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"411","Sonic Adventure 2 Battle","Sega","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"412","Madden NFL 13","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"413","Dragon Age: Origins","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"414","Pokémon Colosseum","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"415","LittleBigPlanet","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"416","Madden NFL 09","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"417","Crazy Taxi","Acclaim Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"418","Art Academy","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"419","NBA 2K14","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"420","Skylanders Giants","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"421","Deca Sports","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"422","Marvel: Ultimate Alliance","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"423","Mortal Kombat: Deadly Alliance","Midway Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"424","Game Party","Midway Games","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"425","Bloodborne","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"426","Mario Party 4","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"427","Pure","Disney Interactive Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"428","Rock Band","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"429","NBA 2K13","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"430","Saints Row: The Third","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"431","Resistance 2","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"432","NBA 2K15","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"433","Final Fantasy Tactics","SquareSoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"434","Midnight Club: Los Angeles","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"435","The Sims: Bustin' Out","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"436","LEGO Harry Potter: Years 1-4","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"437","Call of Duty: Infinite Warfare","Activision","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"438","Madden NFL 16","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"439","Tom Clancy's Rainbow Six: Vegas 2","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"440","Need for Speed Carbon: Own the City","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"441","Dragon Ball Z: Budokai 2","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"442","pro evolution soccer 2011","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
