"","Name","Platform","Year_of_Release","Genre","Publisher","Developer","Rating","Ventas NA","Ventas EU","Ventas JP","Ventas otras","Ventas globales","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"86","Assassin's Creed III","PS3","2012","Action","Ubisoft","Ubisoft","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"87","Donkey Kong Country Returns","Wii","2010","Platform","Nintendo","Retro Studios","E","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"88","Halo: Combat Evolved","XB","2001","Shooter","Microsoft Game Studios","Bungie Software","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"89","The Elder Scrolls V: Skyrim","PS3","2011","Role-Playing","Bethesda Softworks","Bethesda Game Studios","M","muy pocas ventas en NA","pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"90","Pokémon Emerald Version","GBA","2004","Role-Playing","Nintendo","Game Freak","E","muy pocas ventas en NA","muy pocas Ventas en EU","pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"91","Kingdom Hearts","PS2","2002","Role-Playing","Sony Computer Entertainment","SquareSoft","E","pocas ventas en NA","muy pocas Ventas en EU","pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"92","Halo 3: ODST","X360","2009","Shooter","Microsoft Game Studios","Bungie Software, Bungie","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"93","Red Dead Redemption","X360","2010","Action","Take-Two Interactive","Rockstar San Diego","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios muy alto","n? cr?ticas usuarios bajo"
"94","Super Mario Sunshine","GC","2002","Platform","Nintendo","Nintendo","E","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"95","World of Warcraft","PC","2004","Role-Playing","Activision","Blizzard Entertainment","T","muy pocas ventas en NA"," Ventas en EU intermedias","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"96","Driver","PS","1999","Action","GT Interactive","Reflections Interactive","T","muy pocas ventas en NA","pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"97","Gears of War 3","X360","2011","Shooter","Microsoft Game Studios","Epic Games","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"98","Kinect Sports","X360","2010","Sports","Microsoft Game Studios","Rare Ltd.","E10+","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"99","Gears of War","X360","2006","Shooter","Microsoft Game Studios","Epic Games","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios bajo"
"100","FIFA 15","PS4","2014","Sports","Electronic Arts","EA Sports","E","muy pocas ventas en NA","pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"101","Metal Gear Solid 2: Sons of Liberty","PS2","2001","Action","Konami Digital Entertainment","KCEJ","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"102","Metal Gear Solid","PS","1998","Action","Konami Digital Entertainment","KCEJ","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Bastantes Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"103","Metal Gear Solid 4: Guns of the Patriots","PS3","2008","Action","Konami Digital Entertainment","Kojima Productions","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios bajo"
"104","Final Fantasy XII","PS2","2006","Role-Playing","Square Enix","Square Enix","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"105","The Last of Us","PS3","2013","Action","Sony Computer Entertainment Europe","Naughty Dog","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios muy alto","n? cr?ticas usuarios alto"
"106","LittleBigPlanet","PS3","2008","Platform","Sony Computer Entertainment","SCE/WWS, Media Molecule","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios intermedio"
"107","Resident Evil 2","PS","1998","Action","Virgin Interactive","Capcom","M","muy pocas ventas en NA","muy pocas Ventas en EU","pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"108","Dragon Quest IX: Sentinels of the Starry Skies","DS","2009","Role-Playing","Nintendo","Level 5","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","Bastantes Ventas en JP ","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"109","Tekken 2","PS","1996","Fighting","Sony Computer Entertainment","Namco","T","muy pocas ventas en NA","muy pocas Ventas en EU","pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"110","Destiny","PS4","2014","Shooter","Activision","Bungie Software, Bungie","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos alto","n? criticas criticos muy alto","Puntajes usuarios alto","n? cr?ticas usuarios intermedio"
"111","LEGO Star Wars: The Complete Saga","Wii","2007","Action","LucasArts","Traveller's Tales","E10+","pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"112","Cooking Mama","DS","2006","Simulation","505 Games","Taito Corporation","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"113","Assassin's Creed II","PS3","2009","Action","Ubisoft","Ubisoft Montreal","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"114","Assassin's Creed","X360","2007","Adventure","Ubisoft","Ubisoft Montreal","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"115","Forza Motorsport 3","X360","2009","Racing","Microsoft Game Studios","Turn 10","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"116","Super Mario Advance","GBA","2001","Platform","Nintendo","Nintendo","E","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"117","Monster Hunter Freedom Unite","PSP","2008","Role-Playing","Capcom","Capcom","T","muy pocas ventas en NA","muy pocas Ventas en EU","Bastantes Ventas en JP ","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"118","Batman: Arkham City","PS3","2011","Action","Warner Bros. Interactive Entertainment","Rocksteady Studios","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios bajo"
"119","Grand Theft Auto V","XOne","2014","Action","Take-Two Interactive","Rockstar North","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"120","Mario Kart: Super Circuit","GBA","2001","Racing","Nintendo","Intelligent Systems","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"121","Crash Bandicoot: The Wrath of Cortex","PS2","2001","Platform","Universal Interactive","Traveller's Tales","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"122","Call of Duty: World at War","PS3","2008","Shooter","Activision","Treyarch","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"123","Uncharted 4: A Thief's End","PS4","2016","Shooter","Sony Computer Entertainment","Naughty Dog","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos muy alto","Puntajes usuarios alto","n? cr?ticas usuarios alto"
"124","Final Fantasy XIII","PS3","2009","Role-Playing","Square Enix","Square Enix","T","muy pocas ventas en NA","muy pocas Ventas en EU","pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"125","Final Fantasy IX","PS","2000","Role-Playing","SquareSoft","SquareSoft","T","muy pocas ventas en NA","muy pocas Ventas en EU","Ventas en JP intermedias","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"126","Assassin's Creed III","X360","2012","Action","Ubisoft","Ubisoft","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"127","Final Fantasy X-2","PS2","2003","Role-Playing","Electronic Arts","SquareSoft","T","muy pocas ventas en NA","muy pocas Ventas en EU","pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"128","Call of Duty: Advanced Warfare","XOne","2014","Shooter","Activision","Sledgehammer Games","M","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"129","Assassin's Creed II","X360","2009","Action","Ubisoft","Ubisoft Montreal","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"130","Madden NFL 2004","PS2","N/A","Sports","Electronic Arts","EA Tiburon","E","pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"131","New Super Mario Bros. U","WiiU","2012","Platform","Nintendo","Nintendo","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"132","Dragon Quest VIII: Journey of the Cursed King","PS2","2004","Role-Playing","Square Enix","Level 5","T","muy pocas ventas en NA","muy pocas Ventas en EU","Ventas en JP intermedias","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"133","Professor Layton and the Curious Village","DS","2007","Puzzle","Nintendo","Level 5","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"134","FIFA Soccer 13","X360","2012","Action","Electronic Arts","Electronic Arts","E","muy pocas ventas en NA","pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"135","Diablo III","PC","2012","Role-Playing","Activision","Blizzard Entertainment","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios bajo","n? cr?ticas usuarios muy alto"
"136","Medal of Honor: Rising Sun","PS2","2003","Shooter","Electronic Arts","EA LA","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","Ventas globales intermedias","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
